SST,WindSpeed,Pressure,Humidity,target
27.787271040554884,26.08980848708061,967.3198590705741,80.36286459223842,0
27.94687131875004,39.658937591094016,989.0020268260532,81.31336962328132,0
28.70909478640436,32.85554826959856,988.7441435941349,77.50502462192416,0
27.680008772119784,34.35352315586999,967.4289492921432,88.11019943692224,1
28.73929936962434,39.532352746300184,970.4415586643196,75.79594254671305,0
27.176268861953382,27.544035649152775,986.8666722262166,86.95364671046919,0
28.553596874417263,36.036803369056116,988.9986666268833,92.39391769703268,0
28.695095266109472,28.690619266089907,973.3031730850813,92.81664296579267,1
27.363635305674677,37.39067343629959,969.629911369227,83.98075520739923,0
27.8606930647444,23.613150826226065,975.7828203975463,84.18607376426148,0
27.330999549327313,38.95372354128559,980.633076190972,76.53938366016035,0
28.413208257988437,24.375434168217595,968.2042354612494,88.41530050886071,1
28.070695536123313,26.52441013961863,982.0941952385722,91.42518840745691,1
28.27064669341664,35.12384468213561,961.5497207134392,79.89310109209426,0
27.392973933912423,27.875102831308133,961.4788347829325,83.4260176326673,0
27.42349172410484,32.16422753532893,971.5886311543663,91.77678673530541,0
27.082994651019813,28.89147002138857,970.6041957618216,92.54240935324576,0
27.64413507039146,34.84739874179564,969.4689964610145,79.86359960528452,0
28.11948932266735,24.566625047372217,974.7305928800673,86.01141269082729,1
28.71586982799466,21.16915974473754,969.6220074693472,78.84986301271654,0
28.333854894917362,25.998587949461324,965.7677375540428,77.03757528279112,1
27.870792646799504,29.486173297368605,969.284086472658,93.22241002783915,0
28.906240228788274,23.36040104385357,989.247128184307,91.41015008464218,0
28.438490401151665,27.095945793127775,972.3334025098454,90.20069803606347,0
28.8603304057251,27.99966036587137,973.3413833057501,75.97532637626281,0
28.05517594654433,21.14783687376547,977.2963496985342,91.87457585420515,0
27.517808549586277,31.66614496368409,989.5002230524268,83.76088151810768,0
27.105653372729442,37.68686855942575,967.2480382930729,81.84790246591719,0
28.4521697029677,23.03485825906105,980.438463315973,85.92952722050752,0
27.24260599601107,31.95616026803028,981.4795408062517,76.82706485447112,0
27.605550256543935,33.29478409821692,978.219732503792,90.13293098704798,1
28.064941815767796,28.386693608385766,962.6573501890994,86.64870153776592,0
28.128833175559496,34.0219517472854,980.3061682748273,78.73180193746335,1
28.201166393974272,28.21463086982024,961.9228413310852,78.76464399538091,0
27.332510660699402,30.0927457595487,977.8842794864969,78.68497303145348,0
27.759474809643297,20.14706089108854,982.1874353166522,76.14004775103868,0
28.234388454233933,33.83440228269377,966.3290967185985,86.7559689874337,1
28.93963772926757,33.22685357889449,985.2486602262832,91.80696355177017,0
28.455262275399377,20.76801754652689,960.9106141659902,75.34996427974777,0
28.845207514187916,27.36500214790266,985.3143859097491,75.98009289942547,0
28.524424116628353,39.580636815833344,973.809871519283,86.45540553373891,0
28.1834339377848,28.414731251372338,966.5276381979494,91.38991370772105,0
27.38404673827269,30.038908102636835,964.013344349819,81.53477781137268,0
28.333371303785025,38.19860316319437,988.5992150274711,81.99228797615444,0
28.246759131919813,34.34523751731513,962.1799676274347,86.92692994993551,1
28.204938340914534,31.64140262248447,965.9728025980778,80.48425778248294,0
27.97957173597648,35.95609362682145,970.4346704229914,75.53216732155369,0
28.057313207978552,37.28732532911947,978.6070454688336,89.70457036203192,0
27.66888505423621,29.137761434745336,976.344032558283,87.51299825882906,0
28.038625385284607,29.502167298636707,963.7693047723694,86.61511998111318,0
27.395111811356955,27.721018713036717,968.6918395121464,89.83368257983646,0
28.610348794720753,39.334122800369215,967.1625531325807,88.50461675124075,1
27.371553909397417,33.943325085807004,966.4062856347102,79.11763976356642,1
27.169932579778934,21.664461324161447,972.3343300943997,82.04962093886702,1
27.872492052714314,37.25919246626037,981.1209435777497,77.52220283357249,0
28.316614879012125,29.611198816725363,966.5235879665171,77.59714026835762,0
27.875433649867084,21.37507812844975,971.0003663910894,88.52391492713079,0
27.553508263902618,30.99434510326622,971.7275228052349,92.17200213964996,0
28.11634236778088,28.343285579514042,989.2936958830624,94.25465167722278,0
27.6940046708244,37.5549880972525,988.639990706372,87.56694235098888,0
28.865735380253266,24.079892072187747,984.0041274825622,78.68202646721915,0
28.845290279207145,36.52929218984366,967.2497676245756,77.11300690897862,0
28.00474363994419,31.153773823709052,962.0411194227501,91.25701943073516,0
27.655767988036516,21.09220606426938,969.5071241316188,86.57512952719999,0
28.474264827913277,39.43690602650969,968.0038364830149,87.3657004202744,0
27.073425886966135,30.252304882064,975.1777740043918,90.62924177509419,0
27.949538012087302,25.81753708463165,983.3318373020338,89.06554455464904,0
27.672646788540668,29.38813683978516,985.7496881663658,91.68916505712193,0
28.841071770205108,37.15715567034978,985.3459225623153,76.12427810919758,1
27.024006054545364,26.09806248770127,970.790266836692,89.9504127349301,0
28.105629751436698,23.853527929734007,980.6170303038205,92.0170551464419,0
28.48132716213325,22.58142493861763,969.3850259257266,80.72270084916629,0
27.970035975048084,25.957187967804224,961.8271662970554,87.80894547986506,0
27.170806060325443,35.60096174080087,981.0469579680882,81.28324127673945,1
28.944922780055805,29.432527303905232,960.2948265770937,94.15942132964908,0
28.036020862752196,24.5496320738708,972.2754776237547,75.66847144871008,0
28.228372488638023,23.323699992194985,969.8813780790623,86.5958568766591,1
27.473219565415015,26.65458953020758,980.8013261555656,78.3300709409903,0
27.96699617021361,38.798487457714174,982.9873641828113,89.24440410354318,0
27.858298983916644,26.860534251800487,969.1228390791385,78.51780566837324,0
27.14979168400397,39.7624815190927,984.3488104333456,79.70766523796715,0
27.212320707094936,29.70460911530712,968.817502815148,84.88741622091516,0
28.67494503923755,23.583278365803018,973.3897907995969,93.29669899993756,0
27.47963990441318,37.82280183587019,981.810555810424,79.23428744295941,1
27.389916542997263,29.207107462696538,980.7876068767437,77.88480042236208,0
28.00982290250028,34.19342687009049,989.621054169366,90.17953663708062,0
28.537494262725026,39.67423166418304,966.754830726478,85.01239064667863,0
27.123893037157977,21.00350700639948,979.8695374061874,93.23570224763543,1
